"","LENGTH","AGE","INDWT"
"1684","72","6","3.206"
"1685","78","6","4.498"
"1686","77",NA,"3.446"
"1687","68","6","3.2"
"1688","67","5","3.098"
"1689","64","5","2.684"
"1690","74","6","4.226"
"1691","56","5","1.838"
"1692","54","4","1.917"
"1693","58","5","2.075"
"1694","54","4","1.659"
"1695","90","8","7.92"
"1696","63","5","2.466"
"1697","62","6","2.572"
"1698","77","6","4.136"
"1699","73","7","3.532"
"1700","57","5","1.827"
"1701","72","6","3.552"
"1702","79","6","4.218"
"1703","66","5","2.902"
"1704","72","6","3.464"
"1705","80","6","4.028"
"1706","58","5","2.13"
"1707","66","6","3.132"
"1708","68",NA,"3.542"
"1709","74","6","3.302"
"1710","45","4","1.073"
"1711","16","0",".042"
"1712","15","0",".027"
"1713","20","0",".071"
"1714","45","4","1.006"
"1715","78","6","5.26"
"1716","75","6","5.2"
"1717","74","6","4.53"
"1718","59","5","2.624"
"1719","76","6","5.72"
"1720","71","6","4.912"
"1721","68","6","3.244"
"1722","76","7","4.682"
"1723","76","6","6.42"
"1724","66","5","3.36"
"1725","68","6","3.594"
"1726","71",NA,"4.678"
"1727","67","5","3.326"
"1728","66","6","3.096"
"1729","59","5","2.31"
"1730","63","5","2.98"
"1731","52","4","1.675"
"1732","90","8","9.78"
"1733","84","7","4.1"
"1734","65","5","3"
"1735","57","5","1.915"
"1736","74","6","5.3"
"1737","54","5","1.889"
"1738","79","7","5.42"
"1739","33","2",".35"
"1740","75","6","4.226"
"1741","78","6","3.968"
"1742","78","6","4.722"
"1743","87",NA,"6.96"
"1744","52","5","1.458"
"1745","82","7","6.06"
"1746","56","5","2.07"
"1747","83","6","5.78"
"1748","56","5","2.228"
"1749","59","5","2.08"
"1750","71","6","4.1"
"1751","63","5","3.06"
"1752","81","7","5.82"
"1753","86","7","6.62"
"1754","61","6","2.758"
"1755","75","6","4.086"
"1756","50","4","1.362"
"1757","58","5","1.856"
"1758","64","6","2.358"
"1759","55","5","1.698"
"1760","65","6","2.91"
"1761","58","5","2.05"
"1762","59","5","2.082"
"1763","67","6","2.828"
"1764","61","5","2.096"
"1765","77","7","4.274"
"1766","44","3",".948"
"1767","68","6","3.244"
"1768","76","7","4.088"
"1769","65","6","2.266"
"1770","68","6","3.06"
"1771","73","7","3.762"
"1772","70","7","3.574"
"1773","70","6","3.326"
"1774","73","7","4.356"
"1775","70","7","3.278"
"1776","66",NA,"2.938"
"1777","54","5","1.712"
"1778","53","4","1.562"
"1779","74","7","3.566"
"1780","77","7","3.83"
"1781","77","7","4.598"
"1782","69","7","3.228"
"1783","68","7","2.83"
"1784","74","7","3.856"
"1785","68","6","2.884"
"1786","33","2",".368"
"1787","41","3",".7"
"1788","44","3",".902"
"1789","45","4",".938"
"1790","44","3",".922"
"1791","41","3",".714"
"1792","59","6","2.088"
"1793","72","7","3.314"
"1794","75","7","3.758"
"1795","58","6","1.944"
"1796","61","5","2.116"
"1797","72","7","3.166"
"1798","62","6","2.366"
"1799","63","7","2.336"
"1800","19","1",".07"
"1801","75","7","4.088"
"1802","74","6","3.64"
"1803","81","8","5.232"
"1804","65","6","2.726"
"1805","64","6","2.832"
"1806","67","6","3.036"
"1807","77","7","3.96"
"1808","77",NA,"4.216"
"1809","77","8","4.32"
"1810","75","7","4.144"
"1811","69","7","3.028"
"1812","77","7","3.94"
"1813","70","7","3.218"
"1814","77","7","4.342"
"1815","81","8","4.946"
"1816","71","7","3.39"
"1817","73","7","3.722"
"1818","71","7","3.29"
"1819","90","10","6.84"
"1820","88","8","6.66"
"1821","79","7","4.662"
"1822","74","7","3.856"
"1823","76","7","4.262"
"1824","67","6","2.77"
"1825","74","7","3.57"
"1826","81","8","5.02"
"1827","20","1",".075"
"1828","65","6","2.64"
"1829","24","1",".124"
"1830","23","1",".105"
"1831","91","9","8.24"
"1832","64",NA,"2.648"
"1833","67",NA,"2.63"
"1834","21","1",".086"
"1835","20","1",".061"
"1836","20","1",".086"
"1837","18","1",".054"
"1838","23","1",".117"
"1839","20","1",".067"
"1840","20","1",".077"
"1841","21","1",".076"
"1842","78","7","4.424"
"1843","22","1",".094"
"1844","20","1",".067"
"1845","21","1",".081"
"1846","67",NA,"2.798"
"1847","76","7","4.54"
"1848","77","7","4.638"
"1849","74","7","3.864"
"1850","77","7","4.438"
"1851","70","7","3.12"
"1852","63","7","2.554"
"1853","68","7","3.124"
"1854","68","6","2.776"
"1855","73","8","3.594"
"1856","38","3",".629"
"1857","21","1",".075"
"1858","21","1",".08"
"1859","63","6","2.24"
"1860","33",NA,".309"
"1861","67","6","3"
"1862","80","7","5.12"
"1863","72","6","3.674"
"1864","76","7","4.2"
"1865","21","1",".074"
"1866","20","1",".07"
"1867","19","1",".064"
"1868","68","6","3.254"
"1869","53","4","1.346"
"1870","65","7","2.72"
"1871","71","7","3.388"
"1872","72","7","3.728"
"1873","63","6","2.012"
"1874","66","6","2.682"
"1875","29","2",".25"
"1876","64","6","2.792"
"1877","68","6","3.288"
"1878","68","6","2.964"
"1879","68",NA,"3.296"
"1880","18","1",".056"
"1881","20","1",".065"
"1882","22","1",".089"
"1883","21","1",".086"
"1884","73","7","3.964"
"1885","66","7","2.832"
"1886","66","7","2.87"
"1887","66","6","2.798"
"1888","70","7","3.33"
"1889","74","7","3.596"
"1890","68","6","3.056"
"1891","67","6","2.994"
"1892","68","6","3.254"
"1893","22","1",".094"
"1894","20","1",".07"
"1895","21","1",".076"
"1896","19","1",".064"
"1897","71","7","4.042"
"1898","68","6","3.602"
"1899","68","6","3.324"
"1900","75","7","4.82"
"1901","33","2",".416"
"1902","34","2",".424"
