"","LENGTH","AGE","INDWT"
"1178","50","3",".917"
"1179","46",NA,".649"
"1180","45","2",".652"
"1181","63","4","1.752"
"1182","73","4","3.28"
"1183","45","2",".744"
"1184","60","3","1.888"
"1185","41","1",".485"
"1186","36","1",".304"
"1187","41","2",".493"
"1188","69","4","2.53"
"1189","61","4","1.841"
"1190","53",NA,"1.216"
"1191","18","0",".033"
"1192","21","0",".059"
"1193","21",NA,".058"
"1194","21",NA,".053"
"1195","20","0",".047"
"1196","42","1",".476"
"1197","42",NA,".524"
"1198","37",NA,".365"
"1199","57","3","1.619"
"1200","52","2","1.159"
"1201","42",NA,".474"
"1202","43","2",".583"
"1203","34",NA,".228"
"1204","38",NA,".41"
"1205","29",NA,".17"
"1206","30",NA,".163"
"1207","26",NA,".115"
"1208","24",NA,".093"
"1209","29","0",".164"
"1210","25",NA,".087"
"1211","26",NA,".113"
"1212","24","0",".087"
"1213","24",NA,".083"
"1214","53","3","0"
"1215","42",NA,".578"
"1216","38","1",".423"
"1217","54","2","1.479"
"1218","75","5","4.142"
"1219","25","0",".113"
"1220","23","0",".077"
"1221","27","0",".12"
"1222","21","0",".061"
"1223","28","1",".147"
"1224","28",NA,".144"
"1225","18","0",".033"
"1226","21","0",".058"
"1227","22",NA,".073"
"1228","23",NA,".1"
"1229","27","0",".144"
"1230","42","2",".659"
"1231","61","3","2.018"
"1232","65","3","2.238"
"1233","52","2","1.191"
"1234","42",NA,".577"
"1235","45",NA,".662"
"1236","50","2","1.001"
"1237","35",NA,".26"
"1238","45",NA,".712"
"1239","59","3","1.578"
"1240","65","3","2.198"
"1241","57","3","1.523"
"1242","68","3","2.92"
"1243","56","3","1.447"
"1244","56","3","1.439"
"1245","67",NA,"3.038"
"1246","63","3","2.112"
"1247","68","7","2.696"
"1248","78","5","3.92"
"1249","44",NA,".491"
"1250","49",NA,"1.055"
"1251","55",NA,"1.248"
"1252","76",NA,"3.87"
"1253","70",NA,"3.106"
"1254","67",NA,"2.52"
"1255","63",NA,"1.972"
"1256","67",NA,"2.414"
"1257","61",NA,"1.914"
"1258","25","0",".113"
"1259","22","0",".063"
"1260","21","0",".055"
"1261","25","0",".104"
"1262","21","0",".051"
"1263","27","0",".14"
"1264","21","0",".073"
"1265","23","0",".082"
"1266","24",NA,".091"
"1267","24","0",".102"
"1268","27","0",".129"
"1269","24","0",".08"
"1270","22","0",".06"
"1271","25","0",".104"
"1272","30","0",".184"
"1273","25","0",".108"
"1274","21","0",".054"
"1275","18","0",".036"
"1276","28",NA,".148"
"1277","30","1",".176"
"1278","110",NA,"13.66"
"1279","78","4","4.894"
"1280","72",NA,"3.126"
"1281","92","6","7.85"
"1282","74","4","3.25"
"1283","56",NA,"1.448"
"1284","81","5","4.04"
"1285","52",NA,"1.108"
"1286","55","4","1.287"
"1287","60","4","1.806"
"1288","67","4","2.368"
"1289","64",NA,"2.168"
"1290","61","4","1.689"
"1291","56","4","1.432"
"1292","43",NA,".77"
"1293","39",NA,".46"
"1294","81",NA,"4.698"
"1295","65","4","2.134"
"1296","73","4","3.266"
"1297","57","3","1.621"
"1298","70","4","3.29"
"1299","70","4","2.945"
"1300","52","3","1.216"
"1301","66",NA,"2.084"
"1302","66","4","2.141"
"1303","55",NA,"1.319"
"1304","60","3","1.833"
"1305","73","4","3.486"
"1306","67","3","2.762"
"1307","38","1",".476"
"1308","43","1",".545"
"1309","46",NA,".6"
"1310","70","4","2.548"
"1311","61","4","1.948"
"1312","44",NA,".681"
"1313","63",NA,"2.195"
"1314","67","4","2.59"
"1315","54","3","1.156"
"1316","45","3",".786"
"1317","70","4","2.685"
"1318","57","3","1.502"
"1319","65","4","2.052"
"1320","56","3","1.306"
"1321","59","4","1.635"
"1322","75","5","3.01"
"1323","39","2",".424"
"1324","37","1",".3"
"1325","35","1",".303"
"1326","43","1",".581"
"1327","41",NA,".55"
"1328","26","0",".125"
"1329","27",NA,".165"
"1330","30","0",".182"
"1331","28","0",".155"
"1332","27","0",".121"
"1333","31","0",".206"
"1334","23","0",".092"
"1335","30","0",".211"
"1336","41","1",".484"
"1337","23",NA,".072"
"1338","24",NA,".093"
"1339","42","1",".671"
"1340","44","2",".684"
"1341","62","4","1.93"
"1342","55",NA,"1.366"
"1343","67","4","2.128"
"1344","65","6","2.099"
"1345","65","5","2.303"
"1346","57",NA,"1.585"
"1347","71",NA,"2.794"
"1348","67","4","2.201"
"1349","43","3",".557"
"1350","59","4","1.612"
"1351","37","1",".341"
"1352","39",NA,".495"
"1353","47",NA,".845"
"1354","39",NA,".52"
"1355","39","1",".44"
"1356","43",NA,".56"
"1357","40",NA,".506"
"1358","41","1",".538"
"1359","45",NA,".701"
"1360","50",NA,"1.052"
"1361","62","3","2.234"
"1362","58","3","1.571"
"1363","67","4","2.809"
"1364","64","4","2.674"
"1365","63","4","2.032"
"1366","53","3","1.392"
"1367","45",NA,".835"
"1368","75","6","3.696"
"1369","25",NA,".104"
"1370","27","1",".121"
"1371","22",NA,".058"
"1372","21",NA,".074"
"1373","24","1",".088"
"1374","40","3",".486"
"1375","23",NA,".08"
"1376","70",NA,"2.86"
"1377","20",NA,".047"
"1378","25","1",".108"
"1379","42","2",".539"
"1380","32","1",".215"
"1381","22",NA,".071"
"1382","24",NA,".092"
"1383","22",NA,".079"
"1384","20",NA,".059"
"1385","34",NA,".28"
"1386","20",NA,".06"
"1387","20",NA,".055"
"1388","71","5","2.981"
"1389","68","5","2.809"
"1390","63","4","2.309"
"1391","61","4","1.727"
"1392","71","4","2.853"
"1393","17",NA,".031"
"1394","38","1",".393"
"1395","43","2",".611"
"1396","57","2","1.583"
"1397","63","3","2.124"
"1398","47",NA,".968"
"1399","60",NA,"1.77"
"1400","55","2","1.551"
"1401","56","2","1.679"
"1402","74","4","3.374"
"1403","106",NA,"12.95"
"1404","69","4","2.681"
"1405","70","4","2.691"
"1406","44","3",".875"
"1407","21",NA,".048"
"1408","73",NA,"3.482"
"1409","28","0",".152"
"1410","24",NA,".096"
"1411","27","0",".126"
"1412","24","0",".095"
"1413","28","0",".164"
"1414","27","0",".141"
"1415","29","0",".169"
"1416","27",NA,".135"
"1417","16",NA,".025"
"1418","66",NA,"3.02"
"1419","66",NA,"2.308"
"1420","62",NA,"2.214"
"1421","39",NA,".456"
"1422","56",NA,"1.131"
"1423","72",NA,"3.088"
"1424","49","3",".804"
"1425","42",NA,".508"
"1426","54","4","1.166"
"1427","44","2",".678"
"1428","63","5","2.17"
"1429","63",NA,"1.747"
"1430","42","3",".494"
"1431","82","5","4.972"
"1432","76","6","3.546"
"1433","56","5","1.352"
"1434","65","4","2.084"
"1435","63","4","2.036"
"1436","72","5","3.076"
"1437","73",NA,"2.88"
"1438","53","4","1.192"
"1439","66","4","2.36"
"1440","55",NA,"1.308"
"1441","58","4","1.7"
"1442","53",NA,"1"
"1443","62","5","1.802"
"1444","62","4","1.75"
"1445","62","4","1.802"
"1446","74","5","2.858"
"1447","45","3",".682"
"1448","65","5","2.124"
"1449","56","4","1.64"
"1450","76","5","3.738"
"1451","66","4","2.672"
"1452","67","5","2.458"
"1453","64",NA,"2.182"
"1454","42",NA,".5"
"1455","61","5","1.734"
"1456","64","4","2.064"
"1457","65","5","2.184"
"1458","77","6","3.85"
"1459","62","4","2.042"
"1460","66","5","2.232"
"1461","70","5","2.724"
"1462","80","8","3.894"
"1463","63",NA,"1.808"
"1464","65","4","2.045"
"1465","42","3",".51"
"1466","72",NA,"2.918"
"1467","68","4","2.8"
"1468","63","4","2.198"
"1469","55","4","1.285"
"1470","64","4","2.195"
"1471","74","5","3.518"
"1472","55","5","1.26"
"1473","16","1",".024"
"1474","20","1",".044"
"1475","22","1",".056"
"1476","27","1",".128"
"1477","28","1",".142"
"1478","26","1",".108"
"1479","61","4","1.772"
"1480","69","7","2.47"
"1481","55","5","1.242"
"1482","59","5","1.414"
"1483","32",NA,".196"
"1484","69","5","2.412"
"1485","51","4",".948"
"1486","61","4","1.582"
"1487","57","4","1.214"
"1488","66","4","2.102"
"1489","63","5","1.962"
"1490","22","1",".067"
"1491","24","1",".09"
"1492","37","3",".336"
"1493","35","2",".28"
"1494","33","2",".23"
"1495","32","2",".218"
"1496","48",NA,".72"
"1497","31",NA,".168"
"1498","70","5","2.332"
"1499","70","5","2.212"
"1500","36","2",".268"
"1501","34","2",".236"
"1502","38",NA,".344"
"1503","33",NA,".232"
"1504","37","3",".346"
"1505","33",NA,".224"
"1506","28","1",".136"
"1507","38","2",".348"
"1508","44","4",".612"
"1509","62","5","1.718"
"1510","45","3",".566"
"1511","53","3",".892"
"1512","75","5","3.408"
"1513","42","3",".494"
"1514","38","3",".346"
"1515","54","4","1.136"
"1516","46","4",".586"
"1517","65","5","1.336"
"1518","62","4","1.772"
"1519","46","3",".64"
"1520","73","6","3.196"
"1521","33","2",".208"
"1522","34","2",".234"
"1523","70","5","2.596"
"1524","80","6","4"
"1525","64","4","1.884"
"1526","65","5","1.81"
"1527","53","3",".939"
"1528","90","7","6.84"
"1529","75","6","2.804"
"1530","82","6","3.506"
"1531","78","6","4.1"
"1532","75","6","3.166"
"1533","34","2",".263"
"1534","33","2",".202"
"1535","70","5","2.558"
"1536","46","3",".645"
"1537","45",NA,".592"
"1538","46",NA,".721"
"1539","35","2",".269"
"1540","33","2",".196"
"1541","37",NA,".278"
"1542","34",NA,".214"
"1543","27","2",".127"
"1544","28",NA,".14"
"1545","34","2",".227"
"1546","30","2",".164"
"1547","29","2",".158"
"1548","33","2",".21"
"1549","39","3",".376"
"1550","35",NA,".276"
"1551","56","4","1.298"
"1552","65","7","1.854"
"1553","69","6","2.648"
"1554","74","7","3.134"
"1555","70","9","2.724"
"1556","85","7","6.1"
"1557","49","3",".722"
"1558","67",NA,"2.155"
"1559","55","7","1.204"
"1560","71","7","2.53"
"1561","63","6","1.938"
"1562","68","6","2.118"
"1563","74","6","3.794"
"1564","72","6","2.672"
"1565","56","5","1.349"
"1566","30",NA,".176"
"1567","33",NA,".224"
"1568","35",NA,".286"
"1569","36",NA,".314"
"1570","36","2",".336"
"1571","47","3",".68"
"1572","66","5","1.974"
"1573","40",NA,".49"
"1574","42","3",".518"
"1575","61","6","1.576"
"1576","33","2",".201"
"1577","25","2",".098"
"1578","83","7","4.48"
"1579","110","13","15.12"
"1580","30",NA,".205"
"1581","33","1",".212"
"1582","62","4","1.69"
"1583","66","6","2.6"
"1584","51","3",".962"
"1585","46","4",".692"
"1586","66","5","2.268"
"1587","74","5","3.498"
"1588","51",NA,".778"
"1589","48","3",".756"
"1590","35","3",".264"
"1591","38",NA,".35"
"1592","60","6","1.414"
"1593","75","8","3.186"
"1594","77",NA,"3.444"
"1595","66","5","1.992"
"1596","33",NA,".214"
"1597","70","6","2.728"
"1598","53","4","1.05"
"1599","22","1",".072"
"1600","27","1",".122"
"1601","24","1",".084"
"1602","29","1",".143"
"1603","21",NA,".054"
"1604","21",NA,".056"
"1605","20",NA,".05"
"1606","62","6","1.622"
"1607","92","7","6.9"
"1608","31","2",".182"
"1609","36","3",".272"
"1610","35","3",".256"
"1611","41","3",".476"
"1612","49","3",".728"
"1613","60","4","1.346"
"1614","41","3",".475"
"1615","28",NA,".132"
"1616","32","2",".193"
"1617","28","2",".133"
"1618","25","2",".104"
"1619","34","3",".223"
"1620","32","2",".183"
"1621","29",NA,".14"
"1622","31",NA,".188"
"1623","34","3",".219"
"1624","24","2",".079"
"1625","26","1",".1"
"1626","26","1",".104"
"1627","29","1",".17"
"1628","31","1",".192"
"1629","34","1",".24"
"1630","23",NA,".067"
"1631","28","1",".156"
"1632","30","1",".193"
"1633","34",NA,".276"
"1634","27","2",".115"
"1635","27",NA,".112"
"1636","43",NA,".61"
"1637","52","3",".96"
"1638","49","4",".678"
"1639","44","3",".546"
"1640","28","2",".126"
"1641","32",NA,".217"
"1642","30","1",".171"
"1643","32","1",".248"
"1644","32","1",".213"
"1645","32","1",".201"
"1646","54","3","1.054"
"1647","48",NA,".712"
"1648","40","3",".454"
"1649","50",NA,".8"
"1650","52","3",".996"
"1651","55","6","1.136"
"1652","50","3",".852"
"1653","44","3",".574"
"1654","35","2",".319"
"1655","30","1",".175"
"1656","33",NA,".212"
"1657","33","1",".234"
"1658","33","1",".209"
"1659","27","1",".148"
"1660","30",NA,".182"
"1661","30","2",".19"
"1662","31","1",".203"
"1663","36",NA,".284"
"1664","33","1",".238"
"1665","34","1",".267"
"1666","37","2",".357"
"1667","30","2",".172"
"1668","39","2",".429"
"1669","38",NA,".368"
"1670","30",NA,".182"
"1671","30","1",".155"
"1672","20",NA,".04"
"1673","34",NA,".248"
"1674","33",NA,".234"
"1675","36",NA,".36"
"1676","49","3",".852"
"1677","60",NA,"1.666"
"1678","68","4","2.374"
"1679","53","3","1.037"
"1680","36","2",".396"
"1681","33",NA,".23"
"1682","34","1",".26"
"1683","30","1",".174"
"1684","37","2",".359"
"1685","31","1",".173"
"1686","38",NA,".42"
"1687","31","1",".172"
"1688","33","1",".203"
"1689","39",NA,".426"
"1690","31","1",".208"
"1691","56","3","1.216"
"1692","82","5","5.4"
"1693","60","4","1.63"
"1694","78",NA,"5.09"
"1695","81","6","4.094"
"1696","72","5","3.21"
"1697","38",NA,".338"
"1698","61","4","1.814"
"1699","68","6","2.468"
"1700","62",NA,"1.786"
"1701","33","2",".212"
"1702","34","1",".28"
"1703","54","4","1.204"
"1704","62","5","1.792"
"1705","57","4","1.304"
"1706","80","6","4.24"
"1707","69","4","2.726"
"1708","59","5","1.564"
"1709","65","4","2.332"
"1710","75","4","3.358"
"1711","81","5","5.168"
"1712","59","3","1.512"
"1713","75",NA,"3.5"
"1714","44","2",".548"
"1715","53","4","1.096"
"1716","36","2",".262"
"1717","42",NA,".474"
"1718","60","4","1.702"
"1719","66",NA,"2.006"
"1720","61",NA,"1.66"
"1721","53","3","1.056"
"1722","89","5","7.64"
"1723","52","3","1.048"
"1724","54",NA,"1.412"
"1725","59","4","1.425"
"1726","49","2",".895"
"1727","60","4","1.84"
"1728","14","1",".017"
"1729","30",NA,".17"
"1730","64",NA,"2.105"
"1731","58","3","1.49"
"1732","40","3",".665"
"1733","22",NA,".095"
"1734","15","0",".021"
"1735","62","4","1.86"
"1736","30","1",".185"
"1737","50","3","1.455"
"1738","45","2",".62"
"1739","41","2",".595"
"1740","57","4","1.245"
"1741","38","2",".495"
"1742","29","2",".155"
"1743","25","1",".117"
"1744","42",NA,".515"
"1745","44","3",".665"
"1746","66","5","2.565"
"1747","49","3","1.065"
"1748","31","1",".215"
"1749","58","4","1.36"
"1750","66",NA,"2.605"
"1751","49",NA,".875"
"1752","21","0",".061"
"1753","26","1",".147"
"1754","28",NA,".156"
"1755","76","5","3.905"
"1756","53","3","1.215"
"1757","44",NA,".695"
"1758","45",NA,".79"
"1759","12","0",".007"
"1760","63","5","1.89"
"1761","45","2",".67"
"1762","26","1",".122"
"1763","57","3","1.93"
"1764","23",NA,".099"
"1765","58",NA,"1.3"
"1766","75","5","3.895"
"1767","43",NA,".72"
"1768","26",NA,".125"
"1769","58","4","1.335"
"1770","44","3",".57"
"1771","35","2",".33"
"1772","56","3","1.44"
"1773","70",NA,"3.175"
"1774","46","3",".8"
"1775","52","3","1.355"
"1776","64",NA,"2.505"
"1777","65","5","2.385"
"1778","45","3",".56"
"1779","27",NA,".118"
"1780","42",NA,".53"
"1781","30",NA,".19"
"1782","50","3",".955"
"1783","42","2",".6"
"1784","62","4","2.055"
"1785","46",NA,".725"
"1786","25",NA,".108"
"1787","61","5","1.645"
"1788","57","3","1.565"
"1789","47",NA,".79"
"1790","78","6","4.41"
"1791","25",NA,".116"
"1792","47","2",".775"
"1793","63",NA,"1.88"
"1794","64","4","1.86"
"1795","45","2",".62"
"1796","53","3","1.525"
"1797","27",NA,".144"
"1798","56","3","1.515"
"1799","69",NA,"3.325"
"1800","45","2",".83"
"1801","78","6","4.225"
"1802","27",NA,".14"
"1803","27","1",".131"
"1804","43","2",".665"
"1805","67","5","3.305"
"1806","27","1",".151"
"1807","47","3",".9"
"1808","42","3",".565"
"1809","63","5","1.87"
"1810","41","2",".58"
"1811","27","1",".144"
"1812","60","4","1.54"
"1813","42","2",".565"
"1814","44","2",".755"
"1815","57","4","1.36"
"1816","61","5","1.75"
"1817","60",NA,"1.595"
"1818","42","3",".475"
"1819","55","3","1.33"
"1820","63","4","2.19"
"1821","27","1",".136"
"1822","68",NA,"3.41"
"1823","28",NA,".131"
"1824","62","5","1.84"
"1825","29","1",".163"
"1826","57","4","1.455"
"1827","44",NA,".595"
"1828","46","3",".805"
"1829","114",NA,"11.27"
"1830","63","4","1.91"
"1831","87","7","5.94"
"1832","60","5","1.5"
"1833","42",NA,".615"
"1834","68","5","2.63"
"1835","57","3","1.71"
"1836","60","5","1.565"
"1837","61","4","1.725"
"1838","13","0",".014"
"1839","70","6","3.56"
"1840","53","4","1.41"
"1841","41","2",".54"
"1842","23","0",".084"
"1843","29","1",".17"
"1844","47","2",".695"
"1845","55","3","1.565"
"1846","45",NA,".825"
"1847","30","1",".149"
"1848","23","0",".079"
"1849","62","5","2"
"1850","61","4","1.765"
"1851","24","1",".115"
"1852","41","2",".5"
"1853","46",NA,".785"
"1854","56",NA,"1.43"
"1855","28",NA,".145"
"1856","37",NA,".296"
"1857","26","1",".11"
"1858","52","4","1.11"
"1859","77",NA,"4.445"
"1860","35","1",".298"
"1861","20","0",".054"
"1862","54","4","1.19"
"1863","56","3","1.295"
"1864","51","3","1.125"
"1865","56","4","1.585"
"1866","49",NA,".875"
"1867","25","1",".105"
"1868","40","2",".43"
"1869","62","5","1.78"
"1870","38","2",".455"
"1871","43","3",".625"
"1872","42","2",".505"
"1873","76","6","3.995"
"1874","65","5","1.875"
"1875","40","2",".52"
"1876","65","6","2.465"
"1877","48","2","1.01"
"1878","31","1",".2"
"1879","20","0",".049"
"1880","79",NA,"5.855"
"1881","49",NA,".73"
"1882","66","5","2.135"
"1883","78","7","4.445"
"1884","17","0",".031"
"1885","40",NA,".385"
"1886","58",NA,"1.54"
"1887","62","5","1.98"
"1888","38",NA,".392"
"1889","80","7","4.89"
"1890","20","0",".051"
"1891","47",NA,".905"
"1892","66","5","2.715"
"1893","16",NA,".026"
"1894","18",NA,".041"
"1895","20",NA,".05"
"1896","25",NA,".087"
"1897","20",NA,".051"
"1898","22",NA,".064"
"1899","21",NA,".059"
"1900","22","0",".068"
"1901","39","3",".375"
"1902","60","4","1.715"
"1903","54",NA,"1.15"
"1904","63",NA,"1.76"
"1905","44",NA,".59"
"1906","59",NA,"1.595"
"1907","70","6","3.245"
"1908","45",NA,".82"
"1909","72","7","3.875"
"1910","41",NA,".495"
"1911","25",NA,".126"
"1912","72","6","3.205"
"1913","55","3","1.355"
"1914","21",NA,".056"
"1915","20",NA,".05"
"1916","20",NA,".054"
"1917","51","4","1.005"
